LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
613,goからiOSまで一人でアプリ開発をしてたらいつの間にかマインクラフトエンジニアになった話,"[""iOS"", ""Go"", ""minecraft"", ""asterisk"", ""Objective-C""]",本当に楽しいという点が選んで良かった点かなと思っています。独特な部分が多く、なかなかとっつきづらい点があるのですが、それが逆に楽しさにつながっています。まわりをみるとperl ...,https://qiita.com//appwatcher/items/6c0280cda9c4c8b3c65f,,appwatcher
609,jQueryとは何なのか？　なぜ使わなくても（あるいは使わないほうが）いいのか？,"[""JavaScript"", ""jQuery"", ""フロントエンド""]","()などDOMに関係のない機能を使う時は $.get() のように書き、やっぱり $ マークが出てきます。
この記号は一体何なのでしょう。
シェルスクリプトやPHP、Perl ...",https://qiita.com//ygkn/items/eed01ae9c01339d6086a,22,ygkn
598,開発チームの生産性・健全性を客観的に知るためにリポジトリ履歴から機械的に可視化するツールを作った,"[""Python"", ""Git"", ""React"", ""PyTorch"", ""matplotlib""]","の可視化のために、「多くの人」が「多くの修正をしている」箇所を特定し、その技術的負債の重み付けをするという手法と実装し、マネジメントの改善に用いたことがありました。
Perl ...",https://qiita.com//hirokidaichi/items/ceece347f808cc9d14dd,1,hirokidaichi
596,Supervisorで簡単にデーモン化,"[""supervisor"", ""Python"", ""Linux"", ""daemon""]","。
HRForecast登録の例。
/opt/HRForecastディレクトリにインストールしてあります。
[program:HRForecast]
command=perl ...",https://qiita.com//yushin/items/15f4f90c5663710dbd56,1,yushin
577,Rubocopを使ってコーディングルールへの準拠チェックを自動化,"[""Ruby""]"," collection methods.
CollectionMethods:
Enabled: false
# Avoid Perl-style regex back re ...",https://qiita.com//yaotti/items/4f69a145a22f9c8f8333,2,yaotti
575,バイバイ Python。 ハロー Julia！,"[""Julia"", ""Python"", ""データサイエンス"", ""機械学習"", ""翻訳""]",えるけど、Matlabのように分かりやすくて自然な数学的記述もできる言語だ。 そのうえ、Python並みに汎用プログラミングに使えて、R並みに簡単に統計分析ができて、Perl ...,https://qiita.com//baby-degu/items/7d4e295964ebb6e92de4,5,baby-degu
562,Markdown文法まとめ,"[""Markdown"", ""GitHub"", ""Qiita""]",で読んだ記憶はあるがどこのサイトか思い出せない)。ただし(本家のPerl実装を始め)可能な限りエラーにはしないので詳細仕様は実装により異なると考えるべき。4の倍数にしておけば ...,https://qiita.com//higuma/items/3344387e0f2cce7f2cfe,,higuma
531,Bundlerの使い方,"[""Ruby"", ""rubygems"", ""bundler""]",")
Sinatra(Webフレームワーク)
omniauth(認証機能)
unicorn(アプリケーションサーバ）
Rspec(テストフレームワーク）
...etc
Perl ...",https://qiita.com//oshou/items/6283c2315dc7dd244aef,1,oshou
524,動的型付けと静的型付け,"[""C#"", ""PHP"", ""初心者向け"", ""JavaScript""]","かによるため、なかなか難しい問題ではあります。
まとめ
猫は動的型付け言語もPerl/PHP/Ruby/Javascript/VBScriptと触ってきていますが、やはり静的 ...",https://qiita.com//toryuneko/items/c023031b61886cae2a99,6,toryuneko
514,Qiita などの技術系の記事で残念に思うポイント,"[""Qiita"", ""用語"", ""日本語""]","表現エンジンである鬼車および鬼雲は，標準では文字コード指定を \x{2065} と書きますが，Ruby の鬼車・鬼雲は \u{2065} と書きます。
Ruby や Perl ...",https://qiita.com//scivola/items/f02589968a4ca27bc52b,23,scivola
508,「ループ・再帰・gotoを使わず1から100までの数値を印字する」Conner Davis 氏の回答の考察,"[""数学"", ""Perl""]","が来て…ってなっていますね。
実際にプログラムを書いてみる
私もC++は全くわからないけれど、各言語にある任意精度演算ライブラリを使えば行けるかなと、使い慣れている Perl ...",https://qiita.com//xtetsuji/items/19d07c629852876da401,8,xtetsuji
506,なぜ機械学習にPythonが選ばれるのか,"[""Python"", ""機械学習"", ""歴史""]","はじめに
日本ではWeb系のLL言語としてはPHP・Perl・Rubyが強く、Pythonは海外では普及しているが日本ではマイナーな言語である。Google AppEngin ...",https://qiita.com//yaju/items/5502115d7e3d06e6bbdd,3,yaju
488,意外と若い、プログラム言語の誕生日と年齢。,"[""プログラミング全般"", ""JavaScript"", ""PHP"", ""Ruby"", ""Python""]","活躍できるポテンシャルを秘めているが
数学・統計・解析といった理系分野での活躍が目立っており
近年流行りのディープラーニングなどAIの開発で特に人気を獲得している。
Perl ...",https://qiita.com//Nekonecode/items/841c9dda9ba1a3014635,39,Nekonecode
488,ざっくり、Webシステムの発展と最新状況 2021,"[""Web"", ""Webサービス"", ""マイクロサービス"", ""新人プログラマ応援"", ""SPA""]","されました。
Webブラウザでは、データを入力・送信するWebフォームや、JavaScriptによるプログラムの実行という機能が導入されました。
Webサーバーにも、Perl ...",https://qiita.com//y_catch/items/1597a9a2ac2f7c8c43bf,3,y_catch
458,anyenv + macOS環境構築,"[""anyenv"", ""macos"", ""ndenv"", ""nodenv""]","
- plenv: Perl
- pyenv: Python
- rbenv: Ruby
- sbtenv: Sbt
- scalaenv: Scala
- swiftenv ...",https://qiita.com//rinpa/items/81766cd6a7b23dea9f3c,4,rinpa
451,【PHP8.0】PHPでJITが使えるようになる,"[""PHP"", ""PHP8"", ""jit"", ""rfc""]",".3
0.855
HHVM-3.5.0 (JIT=off)
0.978
PHP-5.2
1.096
python-2.7.8
1.128
PHP-5.1
1.217
perl ...",https://qiita.com//rana_kualu/items/ba312d2789bd228f887a,7,rana_kualu
450,YAMLとは何か？ - いつもRailsの設定ファイルで出てくるやつの正体,"[""Ruby"", ""Rails"", ""YAML""]","構造化データの表現方法
あくまでも仕様を表すため仕様を処理する実装が別途必要
以下の言語でyamlを使用した実装がサポートされている
Java
JavaScript
Perl ...",https://qiita.com//Yama-to/items/587544993fb62610528a,1,Yama-to
445,静的サイトジェネレーター Gatsby,"[""JavaScript"", ""React"", ""gatsby"", ""next"", ""WordPress""]","ckであると言える
Lampstack
L ・・・ Linux
a ・・・ Apache, Webサーバ
m ・・・ MariaDB・MySQL
p ・・・ PHP・Perl ...",https://qiita.com//umamichi/items/9bd08a21fddc71588efc,10,umamichi
438,正規表現チェックツールまとめ,"[""regexp"", ""正規表現"", ""JavaScript"", ""Java"", ""Python""]","ト 1
正規表現チェックツール - Kaizen Platform　スクリーンショット 2
5．RegexPlanet
対応言語
Java, JavaScript, Perl ...",https://qiita.com//aqril_1132/items/c185c7ad84c129e5a2df,5,aqril_1132
430,医薬系データエンジニアのはじめ方、そして、稼ぎ方のイロハ。,"[""初心者"", ""Python"", ""SQL"", ""エンジニア"", ""CSV""]",",Delphi,SQL,Perl,C/Objective-C,JavaScript,PHP,ActionScript,Ruby,Kotlin
各種フレームワーク等
Ruby  ...",https://qiita.com//e-a-st/items/4fffc8daf1a911fac637,7,e-a-st
426,実用 awk ワンライナー,"[""awk"", ""シェル芸"", ""ShellScript"", ""Ruby"", ""Perl""]",AWK（オーク）を使ったワンライナーはとても強力で簡便なテキスト処理を可能とします．最近は，Perl や Ruby でもほとんど同様のことができ，取って代わられて久しいですが ...,https://qiita.com//b4b4r07/items/45d34a434f05aa896d69,2,b4b4r07
428,vim-lsp の導入コストを下げるプラグイン vim-lsp-settings を書いた。,"[""Vim"", ""LanguageServerProtocol""]",う為に、Vim と Language Server とを中継するサーバを設けて通信しています。また一部のプラグインは Vim の言語拡張(Python や Ruby、Perl ...,https://qiita.com//mattn/items/e62b9f16bc487a271a7f,,mattn
414,データ移行をしただけなのに…（起こってしまったメール誤配信）,"[""メール誤配信"", ""SQLServer"", ""oracle"", ""AdventCalendar"", ""Trigger""]","時自分は30人くらいの、孫請・曾孫請を中心に受託開発を行う小さなSIerに居ました。
この会社、自社製品も一応あるのですが売上のメインは圧倒的に受託開発で、
PHPやPerl ...",https://qiita.com//madai0517/items/8f4e4834c508052d2ddf,10,madai0517
408,NeoVim、そしてdein.vimへ,"[""Vim"", ""vimrc"", ""neovim"", ""dein.vim""]","TRUE_COLOR=1
""endif
set termguicolors
これでneovimの設定は終わりです。
厳密に言うと
if_ruby
if_lua
if_perl ...",https://qiita.com//okamos/items/2259d5c770d51b88d75b,4,okamos
407,メールアドレスを表す現実的な正規表現,"[""HTML"", ""regexp"", ""email""]",L5には input[type=email] という要素があり、メールアドレスの書式チェックをクライアントサイドで行えるようになっています。このチェックでは、下記の(Perl ...,https://qiita.com//sakuro/items/1eaa307609ceaaf51123,8,sakuro
400,Let's Encrypt に重大なバグが発覚。該当サイトは2020/3/4 までに対応が必須,"[""letsencrypt"", ""バグ"", ""SSL""]","RT in $(<全証明書の一覧取得コマンド>) 
do 
openssl x509 -in $CERT -serial -noout; 
done |
perl ...",https://qiita.com//matsumoto_sp/items/e8e035a6f27c52ee5ede,1,matsumoto_sp
397,お手軽なWebサーバーの立て方,"[""Web"", ""HTML""]","がついているので、コマンドラインが苦手な人でもセットアップは可能です。
XAMPP
X(色々なOSを意味する)のための Apache + MySQL + PHP + Perl ...",https://qiita.com//massie_g/items/2913066e596dae197539,3,massie_g
382,サーバーのメモリが少しずつ圧迫される原因と対策を調べてみた,"[""Linux"", ""サーバー"", ""server"", ""メモリ"", ""Cache""]","y cache は溜まらないようです。
環境変数 TMPDIR に tmpfs を指定して先ほどの script を実行します。
$ TMPDIR=/dev/shm perl ...",https://qiita.com//bezeklik/items/7e1ac9e5da39261be7bd,,bezeklik
380,Ruby のココがダメ,"[""Ruby""]","。
フリップフロップ　ワケわかめ
Ruby を学び始めたごく初期に（存在を）知って，現在に至るまで理解できず，一度も使ったことの無い「フリップフロップ」。
Perl にあった ...",https://qiita.com//scivola/items/17470c52641d3ffa1650,4,scivola
380,自然言語処理用語と解析器まとめ,"[""NLP"", ""自然言語処理""]","Yet Another Japanese Dependency Structure Analyzer
SVMを用いた日本語の係り受け解析器。動作にはMeCabが必要。Perl ...",https://qiita.com//yura/items/6c1481ca652d3d131e47,,yura
381,ライトニングトーク(LT)準備の参考資料まとめ,"[""プレゼンテーション"", ""Keynote"", ""PowerPoint"", ""まとめ"", ""勉強会""]","トニングトークとは
そもそも「ライトニングトーク」ってなに？
Mark J. Dominus - What are Lightning Talks?
Shibuya Perl ...",https://qiita.com//moomooya/items/45398e06f189d4a26227,5,moomooya
371,#!/bin/sh は ただのコメントじゃないよ！ Shebangだよ！,"[""UNIX""]"," ruby という記述は多くの環境では動くと思いますが、環境によっては /usr/bin/env が存在しない場合もあるので念のため注意です。
参考: Perl, Pytho ...",https://qiita.com//mohira/items/566ca75d704072bcb26f,2,mohira
367,Jupyterがすごい勢いでやってくるからお前ら備えとけ（IPython Notebook + R）,"[""ipython_notebook"", ""Julia"", ""R"", ""Jupyter"", ""Python""]","://github.com/andrewray/iocaml)
Perl (https://metacpan.org/release/Devel-IPerl)
",https://qiita.com//tanemaki/items/7c74b35505dc372bc9c6,15,tanemaki
364,[雑学]エンジニアのネーミングセンス,"[""雑学"", ""エンジニア"", ""ネーミング"", ""Qiita"", ""ポエム""]","子（spaceship operator）
いわゆる comparator のようなもの。比較して負/零/正を返す。由来は『スターウォーズ』のタイ・ファイターが有力。Perl ...",https://qiita.com//yoshi389111/items/b83ba301f08b2167739d,21,yoshi389111
356,プログラムは音楽だ (A program is a music.) 仮説・検証（54）,"[""プログラム"", ""音楽"", ""音楽情報処理"", ""MIDI"", ""名古屋のIoTは名古屋のOSで""]","erでのMIDIのセットアップ
https://qiita.com/joe_ohara/items/25b9aedc5369e3a79f62
いまどきのシンセサイザをPerl ...",https://qiita.com//kaizen_nagoya/items/33c9f33581e6886f8ad8,7,kaizen_nagoya
355,Vue/Nuxt開発効率を3倍にするVSCode拡張機能セット,"[""VSCode"", ""AdventCalendar"", ""nuxt.js"", ""Vue.js"", ""extension""]","nippet or code file for multiple languages: C, C++, Java, JavaScript, PHP, Python, Perl ...",https://qiita.com//newt0/items/aeddc6a179ea3a464ed5,3,newt0
353,Nginxセキュリティ設定,"[""nginx""]","ます。
$ perl ./nikto.pl -h 127.0.0.1
- Nikto v2.1.5
------------------------------------- ...",https://qiita.com//hideji2/items/1421f9bff2a97a5e5794,,hideji2
